OrderNumber,Sales Channel,WarehouseCode,OrderDate,CurrencyCode,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Discount Applied,Unit Cost,Unit Price
SO - 0005334,Distributor,WARE-MKL1006,12/2/2020,USD,24,20,362,28,1,0.3,3541.42,5621.3
SO - 0005335,Distributor,WARE-NBV1002,12/2/2020,USD,21,17,63,9,6,0.08,692.45,1065.3
SO - 0005336,Distributor,WARE-UHY1004,12/2/2020,USD,22,33,251,13,8,0.08,2580.44,5266.2
SO - 0005337,Distributor,WARE-UHY1004,12/2/2020,USD,23,21,228,17,7,0.05,3002.54,3899.4
SO - 0005338,Wholesale,WARE-NMK1003,12/2/2020,USD,26,23,119,14,8,0.08,2257.16,3825.7
SO - 0005339,Distributor,WARE-PUJ1005,12/2/2020,USD,24,8,316,17,1,0.05,3767.75,5460.5
SO - 0005340,Online,WARE-PUJ1005,12/2/2020,USD,17,31,276,11,2,0.2,781.09,1165.8
SO - 0005513,Distributor,WARE-MKL1006,1/3/2020,USD,22,4,342,30,6,0.05,2312.17,3303.1
SO - 0005514,Distributor,WARE-MKL1006,1/3/2020,USD,21,37,335,40,6,0.2,3104.24,3832.4
SO - 0005515,In-Store,WARE-NMK1003,1/3/2020,USD,10,23,195,19,4,0.05,1897.57,3872.6
SO - 0005516,In-Store,WARE-NMK1003,1/3/2020,USD,9,3,162,38,8,0.05,3399.92,3999.9
SO - 0005517,Online,WARE-XYS1001,2/3/2020,USD,14,11,34,17,8,0.1,635.16,1058.6
SO - 0005518,In-Store,WARE-MKL1006,2/3/2020,USD,8,20,343,31,2,0.3,2137.43,2740.3
SO - 0005519,Wholesale,WARE-NBV1002,2/3/2020,USD,28,25,76,8,5,0.15,841.39,1078.7
SO - 0005520,Wholesale,WARE-NMK1003,2/3/2020,USD,26,6,162,5,5,0.08,848.56,998.3
SO - 0005521,In-Store,WARE-NMK1003,2/3/2020,USD,11,37,93,44,3,0.1,934.25,1125.6
SO - 0005522,Online,WARE-NBV1002,2/3/2020,USD,19,48,78,36,2,0.08,788.39,1922.9
SO - 0005523,Online,WARE-NMK1003,2/3/2020,USD,18,38,129,34,7,0.08,1095.85,1889.4
SO - 0005524,Online,WARE-NMK1003,3/3/2020,USD,17,42,120,12,4,0.08,1637.21,3993.2
SO - 0005525,Distributor,WARE-MKL1006,3/3/2020,USD,21,16,333,17,3,0.4,174.67,221.1
SO - 0005526,Distributor,WARE-UHY1004,3/3/2020,USD,21,8,211,9,8,0.08,631.14,1051.9
SO - 0005527,In-Store,WARE-NMK1003,3/3/2020,USD,7,28,200,30,6,0.05,2743.65,3517.5
SO - 0005528,Online,WARE-XYS1001,3/3/2020,USD,16,28,58,3,7,0.05,584.24,730.3
SO - 0005529,Online,WARE-NMK1003,3/3/2020,USD,19,3,159,22,5,0.1,113.36,241.2
SO - 0005530,Distributor,WARE-NBV1002,3/3/2020,USD,21,28,71,22,8,0.15,556.97,1092.1
SO - 0005531,In-Store,WARE-NMK1003,4/3/2020,USD,9,39,120,14,4,0.1,702.03,1132.3
SO - 0005532,In-Store,WARE-XYS1001,4/3/2020,USD,11,1,48,1,1,0.1,2767.77,3256.2
SO - 0005533,In-Store,WARE-PUJ1005,4/3/2020,USD,10,38,294,6,7,0.1,2930.18,3959.7
SO - 0005534,Online,WARE-NMK1003,4/3/2020,USD,18,28,178,2,2,0.2,4259.19,5460.5
SO - 0005535,In-Store,WARE-NMK1003,4/3/2020,USD,9,35,191,3,4,0.15,928.69,1118.9
SO - 0005536,Distributor,WARE-UHY1004,4/3/2020,USD,20,26,219,23,1,0.05,390.61,737
SO - 0005537,Online,WARE-NMK1003,4/3/2020,USD,16,25,189,30,8,0.15,2095.09,3953
SO - 0005538,Online,WARE-NMK1003,4/3/2020,USD,13,36,90,9,6,0.05,525.95,1051.9
SO - 0005539,In-Store,WARE-PUJ1005,5/3/2020,USD,9,19,294,44,7,0.05,689.56,830.8
SO - 0005540,In-Store,WARE-NMK1003,5/3/2020,USD,12,19,122,5,3,0.15,3354.29,3993.2
SO - 0005541,Online,WARE-PUJ1005,5/3/2020,USD,18,26,302,12,6,0.08,3383.77,5735.2
SO - 0005542,In-Store,WARE-XYS1001,5/3/2020,USD,5,7,12,5,5,0.08,710.74,1045.2
SO - 0005543,Distributor,WARE-NMK1003,5/3/2020,USD,25,47,199,9,6,0.3,778.88,1038.5
SO - 0005544,Distributor,WARE-XYS1001,5/3/2020,USD,25,23,14,28,7,0.05,4457.38,5788.8
SO - 0005545,In-Store,WARE-NBV1002,6/3/2020,USD,3,12,63,9,5,0.05,483.47,1098.8
SO - 0005546,Online,WARE-PUJ1005,6/3/2020,USD,14,18,304,8,7,0.05,900.61,1916.2
SO - 0005547,In-Store,WARE-PUJ1005,6/3/2020,USD,5,19,321,22,6,0.05,1859.99,2619.7
SO - 0005548,Online,WARE-XYS1001,7/3/2020,USD,18,7,45,30,2,0.15,2635.11,3819
SO - 0005549,In-Store,WARE-MKL1006,7/3/2020,USD,7,31,333,37,3,0.08,85.43,167.5
SO - 0005550,In-Store,WARE-MKL1006,7/3/2020,USD,3,16,333,27,6,0.08,516.44,1098.8
SO - 0005551,In-Store,WARE-XYS1001,7/3/2020,USD,11,22,12,47,1,0.08,1774.36,2499.1
SO - 0005552,In-Store,WARE-UHY1004,7/3/2020,USD,3,19,260,3,7,0.05,2647.04,3189.2
SO - 0005553,Online,WARE-NBV1002,7/3/2020,USD,16,37,83,35,3,0.2,182.91,261.3
SO - 0005554,In-Store,WARE-MKL1006,7/3/2020,USD,4,30,364,7,3,0.08,95.68,187.6
SO - 0005555,Online,WARE-MKL1006,7/3/2020,USD,13,46,338,6,8,0.1,610.5,911.2
SO - 0005556,Distributor,WARE-PUJ1005,7/3/2020,USD,21,12,328,18,5,0.08,2144,2680
SO - 0005557,Online,WARE-NMK1003,7/3/2020,USD,14,30,140,44,5,0.05,314.36,683.4
SO - 0005558,Wholesale,WARE-UHY1004,7/3/2020,USD,26,50,232,19,6,0.15,774.86,1721.9
SO - 0005559,Online,WARE-MKL1006,7/3/2020,USD,20,1,344,5,2,0.05,3025.05,6050.1
SO - 0005560,In-Store,WARE-NMK1003,7/3/2020,USD,12,18,104,20,2,0.05,672.95,1085.4
SO - 0005561,In-Store,WARE-XYS1001,7/3/2020,USD,11,12,49,9,3,0.15,2930.58,3618
SO - 0005562,Distributor,WARE-PUJ1005,8/3/2020,USD,23,12,313,42,8,0.15,1976.5,3953
SO - 0005563,In-Store,WARE-XYS1001,8/3/2020,USD,9,4,26,4,8,0.2,1468.64,3671.6
SO - 0005564,Distributor,WARE-PUJ1005,8/3/2020,USD,22,1,271,13,6,0.08,913.21,1943
SO - 0005565,Wholesale,WARE-NMK1003,8/3/2020,USD,26,1,169,22,7,0.05,1916.74,3993.2
SO - 0005566,Online,WARE-XYS1001,8/3/2020,USD,16,1,18,38,8,0.15,142.84,174.2
SO - 0005567,Online,WARE-NBV1002,8/3/2020,USD,13,29,76,18,7,0.3,708.19,1011.7
SO - 0005568,In-Store,WARE-NMK1003,8/3/2020,USD,11,4,147,26,5,0.08,539.89,1058.6
SO - 0005569,In-Store,WARE-NMK1003,9/3/2020,USD,11,12,183,13,7,0.05,1166.81,2592.9
SO - 0005570,Online,WARE-XYS1001,9/3/2020,USD,18,15,42,34,5,0.1,861.55,1118.9
SO - 0005571,In-Store,WARE-PUJ1005,9/3/2020,USD,1,15,267,1,1,0.2,556.1,1112.2
SO - 0005572,Online,WARE-MKL1006,9/3/2020,USD,14,30,350,39,1,0.05,1730.61,3845.8
SO - 0005573,Online,WARE-PUJ1005,9/3/2020,USD,20,46,277,10,5,0.05,1974.16,2378.5
SO - 0005574,Wholesale,WARE-PUJ1005,9/3/2020,USD,27,36,308,36,3,0.05,1677.75,3289.7
SO - 0005575,Online,WARE-NMK1003,9/3/2020,USD,17,38,116,20,6,0.4,1068.65,1842.5
SO - 0005576,Online,WARE-XYS1001,9/3/2020,USD,17,15,53,14,2,0.1,2102.06,3892.7
SO - 0005577,In-Store,WARE-UHY1004,9/3/2020,USD,8,48,206,2,2,0.15,1293.44,2351.7
SO - 0005578,Distributor,WARE-NMK1003,9/3/2020,USD,24,25,202,42,3,0.15,1332.63,2613
SO - 0005579,In-Store,WARE-XYS1001,9/3/2020,USD,12,47,21,24,3,0.08,899.81,1058.6
SO - 0005580,Wholesale,WARE-NMK1003,10/3/2020,USD,26,25,199,36,4,0.1,76.92,187.6
SO - 0005581,In-Store,WARE-PUJ1005,10/3/2020,USD,8,20,280,29,1,0.08,816.6,1855.9
SO - 0005582,In-Store,WARE-XYS1001,10/3/2020,USD,8,17,2,24,8,0.05,1625.15,2539.3
SO - 0005583,Wholesale,WARE-PUJ1005,10/3/2020,USD,26,12,275,45,4,0.15,567.49,810.7
SO - 0005584,In-Store,WARE-UHY1004,10/3/2020,USD,5,16,204,40,4,0.05,138.82,187.6
SO - 0005585,In-Store,WARE-UHY1004,10/3/2020,USD,7,49,256,19,2,0.08,1565.12,3912.8
SO - 0005586,In-Store,WARE-NMK1003,10/3/2020,USD,8,38,191,11,1,0.05,209.04,268
SO - 0005587,In-Store,WARE-NMK1003,11/3/2020,USD,11,35,181,30,5,0.05,2186.88,2572.8
SO - 0005588,Distributor,WARE-UHY1004,11/3/2020,USD,23,49,258,19,4,0.05,933.91,1762.1
SO - 0005589,Distributor,WARE-NMK1003,11/3/2020,USD,22,3,137,6,5,0.08,194.64,234.5
SO - 0005590,Online,WARE-NMK1003,11/3/2020,USD,19,30,139,3,1,0.08,2528.38,4013.3
SO - 0005591,Online,WARE-NMK1003,11/3/2020,USD,17,21,187,22,7,0.08,788.32,1065.3
SO - 0005592,In-Store,WARE-XYS1001,11/3/2020,USD,6,27,46,14,4,0.08,922.99,1098.8
SO - 0005593,Online,WARE-MKL1006,11/3/2020,USD,15,28,344,28,4,0.15,585.31,1045.2
SO - 0005594,Wholesale,WARE-NMK1003,11/3/2020,USD,27,36,168,28,1,0.05,3397.57,6177.4
SO - 0005595,In-Store,WARE-NBV1002,12/3/2020,USD,11,12,84,18,2,0.08,1997.34,3504.1
SO - 0005596,In-Store,WARE-NMK1003,12/3/2020,USD,7,35,128,12,3,0.15,996.63,1172.5
SO - 0005597,Online,WARE-NMK1003,12/3/2020,USD,15,24,135,40,2,0.2,4122.04,5353.3
SO - 0005598,Online,WARE-XYS1001,12/3/2020,USD,17,7,45,33,5,0.05,182.24,268
SO - 0005599,Online,WARE-UHY1004,12/3/2020,USD,17,39,225,30,6,0.05,4175.78,5567.7
SO - 0005600,In-Store,WARE-NMK1003,12/3/2020,USD,9,48,111,6,7,0.05,505.18,971.5
SO - 0005601,Online,WARE-NMK1003,12/3/2020,USD,20,14,160,30,6,0.15,1406.93,1695.1
SO - 0005749,In-Store,WARE-NMK1003,1/4/2020,USD,1,34,131,43,4,0.05,643.2,1005
SO - 0005750,Distributor,WARE-PUJ1005,1/4/2020,USD,21,7,301,25,7,0.08,624.57,1058.6
SO - 0005751,Wholesale,WARE-XYS1001,1/4/2020,USD,27,29,2,24,8,0.05,1651.55,1943
SO - 0005752,In-Store,WARE-NBV1002,1/4/2020,USD,11,37,64,39,3,0.05,1288.21,2525.9
SO - 0005753,In-Store,WARE-NBV1002,1/4/2020,USD,6,46,71,43,6,0.08,3670.53,5735.2
SO - 0005754,In-Store,WARE-NMK1003,1/4/2020,USD,7,35,179,34,3,0.05,793.95,1058.6
SO - 0005755,Online,WARE-PUJ1005,1/4/2020,USD,13,5,271,27,8,0.4,607.36,1239.5
SO - 0005756,In-Store,WARE-XYS1001,1/4/2020,USD,1,34,4,42,2,0.08,1561.5,3631.4
SO - 0005757,In-Store,WARE-PUJ1005,2/4/2020,USD,4,39,297,14,4,0.1,816.06,971.5
SO - 0005758,In-Store,WARE-NMK1003,2/4/2020,USD,6,23,183,13,2,0.08,4212.96,5266.2
SO - 0005759,Online,WARE-NMK1003,2/4/2020,USD,18,7,135,7,2,0.08,2978.82,3919.5
SO - 0005760,In-Store,WARE-NMK1003,2/4/2020,USD,12,42,142,37,2,0.2,1750.98,2398.6
SO - 0005761,In-Store,WARE-XYS1001,2/4/2020,USD,10,34,53,43,5,0.08,862.96,1078.7
SO - 0005762,In-Store,WARE-NMK1003,2/4/2020,USD,12,41,132,32,2,0.05,2860.77,3865.9
SO - 0005763,Online,WARE-NMK1003,2/4/2020,USD,15,1,161,23,3,0.08,2599.13,3879.3
SO - 0005764,Online,WARE-NMK1003,2/4/2020,USD,16,29,172,20,3,0.2,566.55,1011.7
SO - 0005765,Distributor,WARE-NMK1003,2/4/2020,USD,23,31,93,24,1,0.08,2502.85,5688.3
SO - 0005766,Distributor,WARE-NBV1002,2/4/2020,USD,23,35,80,35,4,0.05,791.14,964.8
SO - 0005767,Online,WARE-UHY1004,3/4/2020,USD,15,27,207,46,4,0.05,2146.81,2901.1
SO - 0005768,In-Store,WARE-NMK1003,3/4/2020,USD,10,38,88,1,7,0.1,492.65,1145.7
SO - 0005769,Online,WARE-PUJ1005,3/4/2020,USD,16,7,279,30,6,0.08,656.47,924.6
SO - 0005770,Online,WARE-NMK1003,3/4/2020,USD,16,14,188,40,2,0.1,3508.12,6378.4
SO - 0005771,Online,WARE-NMK1003,3/4/2020,USD,14,37,182,16,3,0.1,589.73,1092.1
SO - 0005772,In-Store,WARE-NMK1003,3/4/2020,USD,3,29,91,8,7,0.15,1874.12,3470.6
SO - 0005773,In-Store,WARE-UHY1004,3/4/2020,USD,10,33,206,38,8,0.1,2481.95,3939.6
SO - 0005774,In-Store,WARE-PUJ1005,3/4/2020,USD,4,1,314,27,3,0.2,122.21,214.4
SO - 0005775,In-Store,WARE-NMK1003,3/4/2020,USD,8,41,168,31,7,0.3,1584.68,1956.4
SO - 0005776,Online,WARE-UHY1004,3/4/2020,USD,17,37,236,3,6,0.05,784.91,1105.5
SO - 0005777,Distributor,WARE-PUJ1005,3/4/2020,USD,25,8,290,41,8,0.08,539.35,1078.7
SO - 0005778,Distributor,WARE-NBV1002,3/4/2020,USD,25,44,65,22,4,0.08,1913.52,3986.5
SO - 0005779,In-Store,WARE-PUJ1005,4/4/2020,USD,4,19,264,3,1,0.08,814.72,1018.4
SO - 0005780,Distributor,WARE-NMK1003,4/4/2020,USD,23,42,156,40,4,0.2,787.45,1078.7
SO - 0005781,Distributor,WARE-XYS1001,4/4/2020,USD,21,44,1,29,6,0.2,1260.27,2291.4
SO - 0005782,Online,WARE-XYS1001,4/4/2020,USD,18,48,44,7,4,0.15,611.44,1132.3
SO - 0005783,Distributor,WARE-NMK1003,4/4/2020,USD,25,39,156,23,4,0.05,702.03,1132.3
SO - 0005784,Online,WARE-MKL1006,4/4/2020,USD,19,1,356,20,5,0.08,563.81,1025.1
SO - 0005785,In-Store,WARE-UHY1004,4/4/2020,USD,11,22,234,34,5,0.05,1599.16,2351.7
SO - 0005786,Distributor,WARE-UHY1004,4/4/2020,USD,22,6,244,32,7,0.05,2070.3,3450.5
SO - 0005787,Distributor,WARE-UHY1004,4/4/2020,USD,23,47,248,27,5,0.05,1121.85,2003.3
SO - 0005788,In-Store,WARE-PUJ1005,4/4/2020,USD,5,43,288,14,1,0.05,1068.58,2606.3
SO - 0005789,In-Store,WARE-PUJ1005,4/4/2020,USD,7,12,266,41,5,0.05,1427.1,1902.8
SO - 0005790,In-Store,WARE-XYS1001,4/4/2020,USD,8,5,17,5,2,0.05,1565.39,2371.8
SO - 0005791,In-Store,WARE-PUJ1005,5/4/2020,USD,6,12,315,2,4,0.05,1865.82,3162.4
SO - 0005792,Online,WARE-NMK1003,5/4/2020,USD,16,24,198,44,8,0.1,161.4,221.1
SO - 0005793,Online,WARE-PUJ1005,5/4/2020,USD,15,45,306,5,5,0.15,593.02,1118.9
SO - 0005794,In-Store,WARE-PUJ1005,5/4/2020,USD,8,35,317,12,4,0.08,1391.99,2626.4
SO - 0005795,Wholesale,WARE-NBV1002,5/4/2020,USD,27,40,77,9,5,0.1,547.79,750.4
SO - 0005796,In-Store,WARE-NMK1003,5/4/2020,USD,8,49,114,1,8,0.15,788.93,1051.9
SO - 0005797,Distributor,WARE-NMK1003,5/4/2020,USD,20,12,102,27,2,0.08,2719.93,3999.9
SO - 0005798,Distributor,WARE-NMK1003,5/4/2020,USD,22,20,183,41,5,0.05,3299.62,6110.4
SO - 0005799,In-Store,WARE-UHY1004,6/4/2020,USD,12,39,244,27,8,0.05,132.33,167.5
SO - 0005800,In-Store,WARE-XYS1001,6/4/2020,USD,9,3,45,16,4,0.08,3325.48,4006.6
SO - 0005801,Distributor,WARE-UHY1004,6/4/2020,USD,22,12,207,14,3,0.3,2498.83,3966.4
SO - 0005802,Online,WARE-PUJ1005,6/4/2020,USD,16,2,270,43,4,0.05,573.19,971.5
SO - 0005803,Online,WARE-MKL1006,6/4/2020,USD,16,12,338,9,4,0.08,565.21,991.6
SO - 0005804,Online,WARE-UHY1004,6/4/2020,USD,19,43,253,30,3,0.1,1243.86,2646.5
SO - 0005805,In-Store,WARE-XYS1001,6/4/2020,USD,8,22,36,17,5,0.15,2751.69,3718.5
SO - 0005806,In-Store,WARE-UHY1004,6/4/2020,USD,10,42,245,6,8,0.05,1321.24,2278
SO - 0005807,Online,WARE-PUJ1005,6/4/2020,USD,13,1,283,25,1,0.1,1178.87,1708.5
SO - 0005808,Online,WARE-NMK1003,6/4/2020,USD,12,12,165,39,4,0.08,4958.27,5902.7
SO - 0005809,In-Store,WARE-XYS1001,7/4/2020,USD,1,22,51,16,4,0.08,184.52,227.8
SO - 0005810,In-Store,WARE-PUJ1005,7/4/2020,USD,11,36,303,42,2,0.3,1217.79,1902.8
SO - 0005811,Distributor,WARE-UHY1004,7/4/2020,USD,21,47,250,15,4,0.08,2895.47,3966.4
SO - 0005812,Online,WARE-PUJ1005,7/4/2020,USD,16,50,299,20,7,0.1,716.36,1085.4
SO - 0005813,Distributor,WARE-XYS1001,7/4/2020,USD,21,41,3,42,1,0.2,788.19,1159.1
SO - 0005814,In-Store,WARE-UHY1004,7/4/2020,USD,1,39,212,15,7,0.3,4442.1,5226
SO - 0005815,Online,WARE-UHY1004,7/4/2020,USD,20,14,226,4,2,0.08,1423.88,1849.2
SO - 0005816,Online,WARE-UHY1004,7/4/2020,USD,14,32,257,17,5,0.1,895.46,1989.9
SO - 0005817,In-Store,WARE-NMK1003,7/4/2020,USD,4,10,193,31,5,0.05,3167.76,3959.7
SO - 0005818,Distributor,WARE-PUJ1005,7/4/2020,USD,20,4,278,23,7,0.1,172.46,221.1
SO - 0005819,In-Store,WARE-XYS1001,7/4/2020,USD,5,23,46,14,5,0.05,2524.02,3711.8
SO - 0005820,Online,WARE-NMK1003,7/4/2020,USD,13,10,103,38,1,0.05,3348.66,3939.6
SO - 0005821,In-Store,WARE-PUJ1005,7/4/2020,USD,4,24,268,21,4,0.2,133.87,180.9
SO - 0005822,In-Store,WARE-UHY1004,8/4/2020,USD,7,30,210,7,1,0.15,888.42,1045.2
SO - 0005823,In-Store,WARE-UHY1004,8/4/2020,USD,7,50,241,27,2,0.4,440.73,958.1
SO - 0005824,Online,WARE-XYS1001,8/4/2020,USD,15,21,3,19,1,0.08,778.54,1112.2
SO - 0005825,Online,WARE-PUJ1005,9/4/2020,USD,12,26,301,25,4,0.1,906.91,1889.4
SO - 0005826,In-Store,WARE-PUJ1005,9/4/2020,USD,5,31,267,22,1,0.08,745.17,1112.2
SO - 0005827,Online,WARE-XYS1001,9/4/2020,USD,17,37,56,11,6,0.15,203.68,268
SO - 0005828,Online,WARE-PUJ1005,9/4/2020,USD,16,5,323,38,1,0.4,2199.74,3437.1
SO - 0005829,In-Store,WARE-NMK1003,9/4/2020,USD,5,47,135,17,7,0.15,574.06,1125.6
SO - 0005830,In-Store,WARE-PUJ1005,9/4/2020,USD,12,5,304,5,1,0.15,722.73,1078.7
SO - 0005831,Online,WARE-PUJ1005,10/4/2020,USD,17,14,317,3,6,0.1,176.88,268
SO - 0005832,Online,WARE-MKL1006,10/4/2020,USD,18,41,351,12,4,0.05,1122.25,2244.5
SO - 0005833,In-Store,WARE-PUJ1005,10/4/2020,USD,4,9,281,22,8,0.08,1690.41,2914.5
SO - 0005834,In-Store,WARE-XYS1001,10/4/2020,USD,12,28,5,30,1,0.08,2538.97,3906.1
SO - 0005835,In-Store,WARE-NMK1003,10/4/2020,USD,9,32,159,13,2,0.3,709.87,1092.1
SO - 0005836,Online,WARE-XYS1001,10/4/2020,USD,14,35,43,30,1,0.2,569.5,670
SO - 0005837,Distributor,WARE-MKL1006,10/4/2020,USD,22,41,339,26,8,0.08,660.49,1246.2
SO - 0005838,In-Store,WARE-PUJ1005,10/4/2020,USD,6,2,313,45,4,0.1,2817.22,3859.2
SO - 0005839,In-Store,WARE-NBV1002,10/4/2020,USD,1,16,82,39,5,0.08,2865.72,3872.6
SO - 0005840,Online,WARE-XYS1001,10/4/2020,USD,12,33,33,29,7,0.08,488.83,857.6
SO - 0005841,Wholesale,WARE-NMK1003,11/4/2020,USD,27,10,88,42,1,0.3,163.48,268
SO - 0005842,Distributor,WARE-NMK1003,11/4/2020,USD,24,17,174,14,6,0.05,155.31,254.6
SO - 0005843,Distributor,WARE-PUJ1005,11/4/2020,USD,21,19,329,44,5,0.15,1041.18,2479
SO - 0005844,Online,WARE-UHY1004,11/4/2020,USD,13,39,256,7,2,0.08,1127.61,2211
SO - 0005845,Online,WARE-PUJ1005,11/4/2020,USD,16,10,288,1,4,0.05,1688.4,2412
SO - 0005846,In-Store,WARE-MKL1006,11/4/2020,USD,7,31,358,8,1,0.08,1280.57,1855.9
SO - 0005847,In-Store,WARE-NBV1002,11/4/2020,USD,5,50,87,39,2,0.08,2482.35,3819
SO - 0005848,Online,WARE-NMK1003,11/4/2020,USD,14,43,145,4,6,0.1,780.22,917.9
SO - 0005849,Online,WARE-PUJ1005,11/4/2020,USD,16,18,282,25,2,0.1,1662.67,3778.8
SO - 0005850,Wholesale,WARE-XYS1001,12/4/2020,USD,28,3,16,37,4,0.15,2665.26,3919.5
SO - 0005851,Distributor,WARE-NMK1003,12/4/2020,USD,24,5,88,36,6,0.08,917.36,1092.1
SO - 0005852,In-Store,WARE-XYS1001,12/4/2020,USD,2,23,9,13,2,0.05,750.4,938
SO - 0005853,In-Store,WARE-NBV1002,12/4/2020,USD,10,9,85,15,1,0.15,1077.36,2244.5
SO - 0005854,Online,WARE-PUJ1005,12/4/2020,USD,16,50,315,26,1,0.05,1215.92,2338.3
SO - 0005855,Online,WARE-NMK1003,12/4/2020,USD,15,16,156,12,7,0.05,2456.62,3899.4
SO - 0005856,Wholesale,WARE-PUJ1005,12/4/2020,USD,28,45,303,30,1,0.08,852.04,1051.9
SO - 0005857,In-Store,WARE-XYS1001,12/4/2020,USD,3,36,4,43,5,0.2,600.32,1072
SO - 0006011,Distributor,WARE-NMK1003,1/5/2020,USD,23,3,100,25,2,0.15,1925.11,3262.9
SO - 0006012,In-Store,WARE-XYS1001,1/5/2020,USD,8,7,41,9,8,0.05,95.68,227.8
SO - 0006013,Online,WARE-NMK1003,1/5/2020,USD,16,20,148,47,1,0.2,1727.6,3839.1
SO - 0006014,In-Store,WARE-XYS1001,1/5/2020,USD,10,26,18,22,5,0.05,86.83,180.9
SO - 0006015,In-Store,WARE-PUJ1005,1/5/2020,USD,3,4,270,36,5,0.3,148.14,221.1
SO - 0006016,Online,WARE-NMK1003,1/5/2020,USD,17,31,88,17,6,0.08,442.2,884.4
SO - 0006017,In-Store,WARE-PUJ1005,1/5/2020,USD,8,30,267,3,1,0.3,1296.12,1775.5
SO - 0006018,In-Store,WARE-NBV1002,1/5/2020,USD,9,16,69,34,2,0.05,522,1065.3
SO - 0006019,Wholesale,WARE-NBV1002,1/5/2020,USD,26,46,81,39,4,0.2,1823.27,3879.3
SO - 0006020,In-Store,WARE-NMK1003,2/5/2020,USD,3,37,121,2,8,0.05,3890.29,5118.8
SO - 0006021,Distributor,WARE-XYS1001,2/5/2020,USD,24,35,24,34,2,0.1,515.57,904.5
SO - 0006022,Online,WARE-UHY1004,3/5/2020,USD,17,48,224,39,7,0.4,992.94,1742
SO - 0006023,Online,WARE-MKL1006,3/5/2020,USD,15,22,332,21,3,0.05,2688.91,4013.3
SO - 0006024,In-Store,WARE-UHY1004,3/5/2020,USD,8,6,246,26,5,0.2,1084.4,1306.5
SO - 0006025,Online,WARE-XYS1001,3/5/2020,USD,19,41,37,16,1,0.05,2610.39,3222.7
SO - 0006026,In-Store,WARE-UHY1004,3/5/2020,USD,11,45,207,36,8,0.05,1907.09,3973.1
SO - 0006027,Online,WARE-XYS1001,3/5/2020,USD,17,39,38,27,5,0.1,539.35,1078.7
SO - 0006028,In-Store,WARE-XYS1001,3/5/2020,USD,1,40,49,27,5,0.2,1845.31,3926.2
SO - 0006029,Distributor,WARE-PUJ1005,3/5/2020,USD,22,50,292,11,4,0.05,84.42,201
SO - 0006030,In-Store,WARE-NMK1003,4/5/2020,USD,7,48,176,30,8,0.2,2395.25,3685
SO - 0006031,Distributor,WARE-UHY1004,4/5/2020,USD,21,8,220,33,6,0.2,1482.98,3530.9
SO - 0006032,Online,WARE-NBV1002,4/5/2020,USD,18,15,63,14,7,0.1,349.74,777.2
SO - 0006033,In-Store,WARE-NMK1003,4/5/2020,USD,6,36,126,1,4,0.2,426.79,871
SO - 0006034,Online,WARE-XYS1001,4/5/2020,USD,16,20,36,26,4,0.2,569.5,1139
SO - 0006035,In-Store,WARE-NBV1002,4/5/2020,USD,3,13,83,11,3,0.1,118.93,167.5
SO - 0006036,Online,WARE-XYS1001,5/5/2020,USD,20,1,38,46,6,0.08,120.6,201
SO - 0006037,Distributor,WARE-NMK1003,5/5/2020,USD,24,40,133,16,1,0.4,4149.85,5607.9
SO - 0006038,In-Store,WARE-PUJ1005,5/5/2020,USD,9,30,318,35,8,0.15,2059.58,3886
SO - 0006039,In-Store,WARE-UHY1004,5/5/2020,USD,7,25,255,19,4,0.1,2407.18,3343.3
SO - 0006040,Online,WARE-UHY1004,5/5/2020,USD,18,47,224,25,8,0.05,1181.88,2814
SO - 0006041,In-Store,WARE-NMK1003,5/5/2020,USD,12,23,130,33,7,0.15,505.72,991.6
SO - 0006042,Distributor,WARE-UHY1004,5/5/2020,USD,23,39,217,38,7,0.08,475.23,1159.1
SO - 0006043,In-Store,WARE-UHY1004,6/5/2020,USD,8,43,244,9,2,0.05,1074.61,2499.1
SO - 0006044,In-Store,WARE-NMK1003,6/5/2020,USD,2,21,191,28,8,0.3,1493.77,2298.1
SO - 0006045,Distributor,WARE-NMK1003,6/5/2020,USD,21,30,152,26,7,0.08,569.5,1139
SO - 0006046,In-Store,WARE-NMK1003,6/5/2020,USD,5,48,113,15,5,0.08,1542.07,1835.8
SO - 0006047,In-Store,WARE-XYS1001,6/5/2020,USD,9,40,31,28,1,0.05,922.99,1098.8
SO - 0006048,Distributor,WARE-PUJ1005,7/5/2020,USD,22,20,296,30,7,0.1,3175.33,3825.7
SO - 0006049,In-Store,WARE-NBV1002,7/5/2020,USD,8,22,62,37,7,0.08,765.41,911.2
SO - 0006050,Online,WARE-NMK1003,7/5/2020,USD,17,14,160,34,7,0.4,1312.13,2572.8
SO - 0006051,In-Store,WARE-PUJ1005,7/5/2020,USD,1,24,278,12,3,0.05,177.68,227.8
SO - 0006052,Distributor,WARE-PUJ1005,7/5/2020,USD,22,39,318,21,7,0.15,835.76,1266.3
SO - 0006053,Wholesale,WARE-MKL1006,7/5/2020,USD,25,18,366,17,6,0.15,1943.54,2626.4
SO - 0006054,In-Store,WARE-NBV1002,7/5/2020,USD,4,25,61,13,5,0.08,368.43,783.9
